slope_angle_deg,factor_of_safety,green_index,rainfall_mm_day,pore_pressure_kpa,risk_score
29.73,1.69,0.23,21.59,32.2,0.2
36.31,0.88,0.44,9.67,22.09,0.21
45.32,1.29,0.26,4.59,18.54,0.24
35.43,1.63,0.82,36.36,0.0,0.17
44.54,1.54,0.7,15.3,49.2,0.25
46.47,1.77,0.94,12.53,11.45,0.19
44.37,0.4,0.35,2.6,17.06,0.25
37.69,1.83,0.79,4.2,43.95,0.19
47.88,0.91,0.78,9.03,0.0,0.24
1.99,1.15,0.29,14.25,57.73,0.13
49.92,1.34,0.9,33.11,9.61,0.24
47.38,1.33,0.28,2.8,46.75,0.25
32.38,1.07,0.24,4.23,0.0,0.21
34.58,1.72,0.27,20.18,18.88,0.2
37.6,1.25,0.51,25.82,0.0,0.21
28.3,1.86,0.18,13.55,47.98,0.18
50.2,0.68,0.41,11.0,0.0,0.27
26.02,1.65,0.53,18.92,51.11,0.16
12.8,1.33,0.47,3.7,19.47,0.14
32.41,1.25,0.69,0.07,30.68,0.18
11.66,0.6,0.3,13.89,26.28,0.15
58.84,1.02,0.6,4.39,0.0,0.28
25.85,1.46,0.54,13.33,29.64,0.16
43.77,0.45,0.73,2.7,18.96,0.22
46.34,1.36,0.31,12.78,4.8,0.23
49.61,1.35,0.68,7.8,0.0,0.22
15.95,1.27,0.63,34.74,12.3,0.14
18.02,1.54,0.21,9.47,19.64,0.15
43.4,1.25,0.23,4.84,25.27,0.23
37.19,1.29,0.72,22.81,57.71,0.22
55.19,1.07,0.7,1.19,39.65,0.3
39.83,1.2,0.12,8.83,0.0,0.19
48.16,0.3,0.66,11.55,1.02,0.26
40.46,0.69,0.27,43.13,27.54,0.27
13.0,1.14,0.19,5.65,38.71,0.14
40.93,1.61,0.54,3.65,37.27,0.21
29.58,1.16,0.11,1.59,6.45,0.19
25.53,1.53,0.87,32.96,0.0,0.14
46.24,0.99,0.85,24.69,28.14,0.24
40.22,1.32,0.52,4.35,26.86,0.22
36.89,2.17,0.27,1.23,28.83,0.17
28.15,0.79,0.74,12.99,22.88,0.18
32.64,0.86,0.58,39.59,42.0,0.24
37.75,2.17,0.88,2.3,62.75,0.16
25.83,1.49,0.15,19.37,6.84,0.18
22.1,1.43,0.17,35.1,22.18,0.17
25.97,1.58,0.72,15.1,33.36,0.16
47.59,1.38,0.49,6.18,14.8,0.22
28.72,0.98,0.91,2.26,0.0,0.14
45.52,1.26,0.9,5.97,9.66,0.21
56.06,1.08,0.61,16.97,31.22,0.3
43.81,1.43,0.68,9.5,28.22,0.24
27.93,1.5,0.37,31.6,7.74,0.17
26.92,1.34,0.19,4.66,10.57,0.18
50.75,1.55,0.45,4.65,19.17,0.23
10.78,1.98,0.23,3.8,18.58,0.1
6.89,1.58,0.77,2.66,33.61,0.07
29.24,1.71,0.23,5.56,20.52,0.17
38.95,1.53,0.74,9.2,15.12,0.21
41.55,0.83,0.62,10.36,23.67,0.23
54.87,1.93,0.33,20.85,33.24,0.29
40.51,1.93,0.49,16.12,6.09,0.19
27.22,0.97,0.41,3.36,23.24,0.17
26.7,0.75,0.15,15.63,12.1,0.21
18.33,1.28,0.3,4.33,31.75,0.14
26.73,1.14,0.32,11.39,18.18,0.19
19.12,1.21,0.77,4.37,1.77,0.11
18.15,1.18,0.43,7.07,53.16,0.15
32.84,1.59,0.34,6.44,12.54,0.17
17.05,0.83,0.32,5.64,10.35,0.15
12.01,1.34,0.23,14.13,16.69,0.13
41.32,1.47,0.63,12.48,0.0,0.18
36.68,0.78,0.92,29.43,31.49,0.22
34.98,1.46,0.61,2.39,11.59,0.17
37.25,1.31,0.22,9.15,9.57,0.22
32.88,1.32,0.65,4.16,0.0,0.2
29.4,2.93,0.62,19.08,12.95,0.12
36.99,0.63,0.25,7.72,24.48,0.24
32.58,1.33,0.34,9.73,0.0,0.19
47.17,1.77,0.68,2.57,27.82,0.23
49.7,1.23,0.32,71.09,8.02,0.29
11.8,1.23,0.94,5.79,12.46,0.09
47.31,1.24,0.32,35.02,20.06,0.27
38.28,1.7,0.31,5.48,27.66,0.21
56.61,0.43,0.77,10.57,46.59,0.3
1.98,1.03,0.43,23.26,0.24,0.1
39.54,0.83,0.51,21.97,35.7,0.23
16.58,2.05,0.89,10.1,0.0,0.08
27.97,1.09,0.52,24.14,69.88,0.22
45.7,1.82,0.97,2.2,11.85,0.17
21.52,1.18,0.72,0.54,41.17,0.14
34.45,1.42,0.49,22.26,22.9,0.23
48.81,1.24,0.69,31.65,31.27,0.28
27.91,0.82,0.61,8.63,22.02,0.17
37.58,0.6,0.32,10.93,12.13,0.23
22.07,1.23,0.89,15.77,35.39,0.14
28.96,0.86,0.29,1.86,15.24,0.18
44.61,1.34,0.67,10.35,21.82,0.22
41.77,2.44,0.84,8.59,30.24,0.18
39.88,1.22,0.39,13.23,36.19,0.24
39.36,0.58,0.16,2.76,11.68,0.24
22.41,2.16,0.82,14.82,0.14,0.1
56.71,1.95,0.74,9.95,53.77,0.25
19.4,1.07,0.68,5.83,40.59,0.14
22.77,1.45,0.66,4.02,35.91,0.15
20.7,1.81,0.43,31.59,44.62,0.15
20.84,0.74,0.68,13.22,35.15,0.15
33.09,1.69,0.66,14.34,52.89,0.21
28.79,1.48,0.21,2.68,11.39,0.17
30.7,1.45,0.36,77.27,45.05,0.24
2.12,1.32,0.42,57.47,18.38,0.12
31.52,1.3,0.54,1.72,22.72,0.18
38.18,1.47,0.61,24.22,0.0,0.19
43.42,1.39,0.59,9.43,54.62,0.25
36.0,1.24,0.26,7.58,47.62,0.22
33.03,1.32,0.18,9.13,71.29,0.24
45.99,1.27,0.38,22.14,34.97,0.29
19.0,0.29,0.82,10.45,4.65,0.14
39.46,1.67,0.17,11.84,0.0,0.21
37.33,1.02,0.2,5.15,25.72,0.22
41.47,0.45,0.05,10.11,36.44,0.27
36.93,1.71,0.51,1.89,32.0,0.19
36.61,1.67,0.84,0.55,22.81,0.18
41.75,0.52,0.52,27.41,37.95,0.28
34.19,0.93,0.52,33.0,27.45,0.22
37.49,0.78,0.93,7.09,40.62,0.21
23.09,1.22,0.49,13.93,24.5,0.15
21.46,1.64,0.44,19.91,0.0,0.15
42.8,1.1,0.51,8.53,29.44,0.26
30.46,1.62,0.76,4.57,2.43,0.13
29.38,0.79,0.72,23.21,0.0,0.19
42.81,1.64,0.55,3.64,21.17,0.22
21.05,0.89,0.29,7.87,69.17,0.19
23.73,1.51,0.44,4.3,29.52,0.17
30.25,1.2,0.46,23.91,11.27,0.19
30.59,1.16,0.61,36.95,0.0,0.18
40.29,1.53,0.11,9.23,37.34,0.24
26.68,1.13,0.29,3.0,0.0,0.18
21.71,1.54,0.1,54.92,4.07,0.19
40.7,1.32,0.45,24.39,24.07,0.23
33.19,1.76,0.51,1.51,0.0,0.15
26.91,1.34,0.73,24.6,45.43,0.17
29.71,1.36,0.55,4.41,43.35,0.17
30.43,1.34,0.25,0.84,47.36,0.21
31.69,1.59,0.77,8.25,46.7,0.18
37.08,1.14,0.62,37.43,7.21,0.22
18.4,1.83,0.75,2.06,34.5,0.1
31.26,1.38,0.33,22.08,3.58,0.2
36.44,1.44,0.41,9.35,16.06,0.19
26.63,1.15,0.4,7.01,34.23,0.18
33.41,1.88,0.48,4.0,37.8,0.19
35.53,1.61,0.97,11.37,12.46,0.15
44.06,0.91,0.67,5.57,5.97,0.22
46.72,1.21,0.16,17.79,19.61,0.25
57.95,1.38,0.17,3.59,37.15,0.33
44.28,1.1,0.6,1.93,0.0,0.22
11.47,1.31,0.65,1.34,18.03,0.13
32.34,1.75,0.15,4.8,5.72,0.18
37.84,0.67,0.4,6.27,21.44,0.22
39.13,0.95,0.3,2.42,28.54,0.22
30.41,1.56,0.14,25.1,9.24,0.2
39.64,1.02,0.09,10.6,43.14,0.28
38.46,0.96,0.6,18.08,26.9,0.23
45.64,1.02,0.8,2.96,33.82,0.24
22.8,1.25,0.63,4.8,10.96,0.15
27.86,1.42,0.6,20.37,7.62,0.16
6.9,0.58,0.31,3.53,59.38,0.15
44.99,1.4,0.27,1.1,7.67,0.24
32.03,1.56,0.74,60.38,38.47,0.21
30.35,1.58,0.65,18.7,39.55,0.2
40.64,1.24,0.4,10.17,20.01,0.22
39.3,1.46,0.57,10.38,31.68,0.22
18.37,0.92,0.55,29.23,18.22,0.16
34.83,1.73,0.45,8.39,42.42,0.2
39.91,1.26,0.5,9.92,0.0,0.21
34.72,1.65,0.82,2.18,14.71,0.15
41.23,0.76,0.8,1.69,16.57,0.23
40.34,2.24,0.23,16.59,32.59,0.21
20.87,0.86,0.66,13.92,25.5,0.16
10.05,1.11,0.76,27.32,63.31,0.14
36.33,1.53,0.77,11.28,49.74,0.19
26.31,0.86,0.92,14.65,27.79,0.16
22.08,1.22,0.33,14.52,19.56,0.15
41.9,1.45,0.13,58.02,3.99,0.25
20.21,1.73,0.35,14.72,54.03,0.17
44.4,1.96,0.44,5.76,24.25,0.23
26.23,0.93,0.52,26.41,0.0,0.17
54.52,0.88,0.31,10.54,0.0,0.29
40.41,1.07,0.47,0.81,22.0,0.22
31.69,1.71,0.47,20.98,28.25,0.18
40.75,0.28,0.74,6.41,21.63,0.23
54.61,0.91,0.44,50.76,46.08,0.3
33.55,1.35,0.45,27.93,19.24,0.21
41.62,1.01,0.3,38.78,14.56,0.25
47.15,1.63,0.46,3.07,18.98,0.22
13.74,1.32,0.09,5.23,33.79,0.14
32.07,1.28,0.46,25.83,54.65,0.23
59.13,0.52,0.24,30.92,11.43,0.34
39.72,1.35,0.66,43.35,27.6,0.24
15.56,1.37,0.82,0.11,25.46,0.11
26.82,1.28,0.31,15.53,23.77,0.19
27.94,2.0,0.82,30.82,48.74,0.18
46.61,2.69,0.09,7.44,9.92,0.23
21.2,1.12,0.65,5.84,13.9,0.14
23.28,1.19,0.26,3.03,48.52,0.17
23.96,1.89,0.44,6.25,0.2,0.16
59.98,1.69,0.4,3.26,5.98,0.28
32.97,1.28,0.51,3.42,21.01,0.19
37.06,1.12,0.3,2.22,21.44,0.21
17.74,0.55,0.69,24.26,24.68,0.15
13.53,2.01,0.81,16.54,44.96,0.1
12.81,1.82,0.5,25.54,24.49,0.12
33.91,2.23,0.3,5.08,0.0,0.16
64.65,1.95,0.02,16.74,5.76,0.29
41.67,0.96,0.71,5.52,49.6,0.24
63.94,1.77,0.52,1.33,4.8,0.26
17.85,1.87,0.92,6.62,18.17,0.1
30.01,1.27,0.25,3.94,47.58,0.2
17.44,2.27,0.56,26.18,0.67,0.11
35.65,1.4,0.7,1.89,6.71,0.18
34.49,1.42,0.76,9.92,0.0,0.16
31.12,1.77,0.8,10.29,45.08,0.16
50.97,2.03,0.13,9.09,6.6,0.25
29.08,1.34,0.71,9.8,21.8,0.18
43.94,1.72,0.56,13.84,45.9,0.22
59.7,0.97,0.5,0.79,36.93,0.27
28.07,0.38,0.86,20.67,39.96,0.2
24.95,1.3,0.74,11.14,33.94,0.16
30.69,1.23,0.61,12.12,22.37,0.18
40.27,1.74,0.86,2.66,14.75,0.19
20.56,0.46,0.53,16.98,21.29,0.17
32.88,2.17,0.44,9.59,34.32,0.18
49.37,1.31,0.85,2.13,31.5,0.23
29.58,1.45,0.84,4.03,13.17,0.15
47.02,0.68,0.33,19.66,24.91,0.28
51.41,1.45,0.13,2.55,0.07,0.24
13.34,1.23,0.71,19.14,56.55,0.14
33.31,1.02,0.72,54.13,8.98,0.21
21.77,1.21,0.74,12.33,45.54,0.15
13.27,0.85,0.2,11.54,0.18,0.14
19.64,0.9,0.73,24.43,15.77,0.14
51.15,1.65,0.58,45.18,15.37,0.29
35.41,1.53,0.37,20.15,41.61,0.21
8.7,0.42,0.64,11.04,33.64,0.13
27.42,0.93,0.04,16.35,15.39,0.2
20.98,1.98,0.14,23.02,13.69,0.15
50.85,1.27,0.6,40.48,0.0,0.25
37.44,1.24,0.73,2.34,35.63,0.19
27.59,0.72,0.79,16.78,28.35,0.18
31.68,0.61,0.6,7.41,25.62,0.21
27.75,1.66,0.84,14.06,29.36,0.14
18.96,1.44,0.08,11.42,17.06,0.15
39.43,0.73,0.2,12.14,0.0,0.24
18.83,0.65,0.36,6.94,2.85,0.15
50.97,2.03,0.48,7.24,5.86,0.25
41.85,1.71,0.33,6.59,8.18,0.2
29.53,1.85,0.68,10.69,16.38,0.15
38.78,0.78,0.41,7.64,27.07,0.22
23.9,1.8,0.88,2.17,40.52,0.12
19.84,1.33,0.93,22.63,6.83,0.13
38.58,0.78,0.26,19.51,2.27,0.23
38.88,0.47,0.75,1.84,34.67,0.23
40.48,1.17,0.36,24.65,12.27,0.25
38.61,2.07,0.15,11.98,29.86,0.2
29.11,1.46,0.63,14.49,20.35,0.17
59.7,0.94,0.5,10.72,6.81,0.29
16.13,1.3,0.61,32.94,7.43,0.13
29.3,2.02,0.43,11.94,23.27,0.16
26.13,2.34,0.28,5.87,23.53,0.15
52.62,1.45,0.17,13.38,0.0,0.26
20.61,1.76,0.79,5.14,38.86,0.13
33.65,1.44,0.36,7.25,37.14,0.2
47.5,1.32,0.28,6.31,28.44,0.27
53.17,1.17,0.48,14.07,1.31,0.26
15.76,1.49,0.74,0.33,0.0,0.09
19.8,1.42,0.89,7.14,48.5,0.15
46.17,0.97,0.49,19.76,12.21,0.25
39.81,0.3,0.33,12.1,19.77,0.25
45.32,1.68,0.44,3.93,27.86,0.21
10.03,1.51,0.89,6.22,4.04,0.07
29.13,1.35,0.84,6.54,16.29,0.15
33.03,1.05,0.43,22.63,39.28,0.22
38.73,1.67,0.23,8.9,27.57,0.2
39.24,0.82,0.45,4.19,9.04,0.22
37.86,2.22,0.29,21.86,53.64,0.21
45.91,1.54,0.67,13.72,41.39,0.22
29.06,0.95,0.58,6.74,27.83,0.18
67.66,1.34,0.34,6.11,2.7,0.29
52.61,1.13,0.68,5.01,77.66,0.31
30.42,0.79,0.44,3.69,25.89,0.21
50.61,1.75,0.53,38.47,25.44,0.26
15.23,1.68,0.49,7.32,47.46,0.12
13.17,1.15,0.43,7.76,12.51,0.13
27.78,0.8,0.42,7.56,36.44,0.2
22.0,1.56,0.29,7.85,25.54,0.17
55.88,1.18,0.62,18.64,0.0,0.25
45.95,1.67,0.58,2.48,18.04,0.21
63.77,1.4,0.62,5.32,0.0,0.25
52.25,1.62,0.78,3.46,54.03,0.24
5.04,0.29,0.54,23.0,23.77,0.12
25.44,1.94,0.46,13.58,37.15,0.16
55.34,0.98,0.37,18.07,5.39,0.29
26.44,1.12,0.3,30.41,24.99,0.21
28.25,1.88,0.59,0.6,6.44,0.15
25.71,2.57,0.1,18.37,22.52,0.15
35.62,1.24,0.35,14.14,0.0,0.18
2.03,0.73,0.54,2.07,0.0,0.1
30.6,1.47,0.39,8.2,0.0,0.18
34.88,0.75,0.39,16.24,27.68,0.23
75.43,2.13,0.16,4.21,3.63,0.32
25.38,2.44,0.44,8.22,52.06,0.15
31.97,1.21,0.78,7.69,40.86,0.19
30.36,1.45,0.33,28.52,35.44,0.2
46.49,1.57,0.32,18.18,60.25,0.27
48.11,1.05,0.71,12.77,34.52,0.26
17.58,1.38,0.69,31.93,54.18,0.16
35.74,1.67,0.34,7.59,8.25,0.18
59.02,0.9,0.51,7.82,40.25,0.3
44.25,1.13,0.21,10.01,32.83,0.25
23.0,1.25,0.57,5.57,36.41,0.15
30.89,1.73,0.58,29.22,0.0,0.16
29.91,0.9,0.42,22.51,0.0,0.18
13.09,1.28,0.75,10.28,35.62,0.12
18.56,2.27,0.3,8.56,0.0,0.1
36.66,0.99,0.1,15.2,0.0,0.23
54.72,1.89,0.26,29.55,2.64,0.26
32.95,2.16,0.54,9.21,34.86,0.16
38.54,1.39,0.64,17.62,37.93,0.21
25.36,1.16,0.33,1.68,18.84,0.17
34.95,1.56,0.72,54.43,15.77,0.23
34.12,1.87,0.19,14.78,47.42,0.2
52.84,1.64,0.62,21.47,39.72,0.24
42.1,1.07,0.32,47.93,12.86,0.25
42.38,1.23,0.58,28.87,17.78,0.23
34.3,1.65,0.74,13.35,36.6,0.18
48.07,1.55,0.45,12.81,22.96,0.24
35.37,1.05,0.44,1.11,20.11,0.21
48.6,1.22,0.79,17.34,0.0,0.21
49.93,0.56,0.71,1.62,32.94,0.25
27.12,1.05,0.77,1.65,0.0,0.15
29.7,1.23,0.22,14.09,0.3,0.19
54.51,1.84,0.37,10.05,0.0,0.26
22.52,1.38,0.12,1.57,15.37,0.16
18.6,0.79,0.72,10.0,12.29,0.15
33.25,1.44,0.16,0.23,24.52,0.2
25.0,1.2,0.55,9.19,30.95,0.15
29.51,1.64,0.23,13.81,24.6,0.18
9.08,1.47,0.87,5.09,20.7,0.08
42.35,1.56,0.67,28.86,59.22,0.25
34.64,2.08,0.6,22.0,16.18,0.17
61.4,1.65,0.46,3.28,33.88,0.3
19.47,1.68,0.5,10.58,44.45,0.14
30.36,1.75,0.58,5.42,0.0,0.15
18.84,0.45,0.41,3.65,2.1,0.16
28.83,1.22,0.26,10.35,38.62,0.23
54.68,0.61,0.4,10.76,27.79,0.29
29.34,0.73,0.16,7.77,21.71,0.21
30.18,1.6,0.25,28.74,24.34,0.2
42.93,1.16,0.6,5.77,20.58,0.22
27.22,0.92,0.68,4.97,27.16,0.16
53.22,1.65,0.6,12.07,35.76,0.27
43.3,0.9,0.57,17.31,35.45,0.25
37.1,2.48,0.64,12.27,0.0,0.15
37.22,1.05,0.47,10.83,0.0,0.19
17.99,0.3,0.7,6.08,45.89,0.18
56.6,1.66,0.05,22.36,13.57,0.28
6.44,1.32,0.55,4.69,15.97,0.09
24.1,1.18,0.59,3.69,0.0,0.17
38.65,0.85,0.31,41.07,26.0,0.27
44.12,0.7,0.84,32.26,0.86,0.24
10.34,0.29,0.74,9.64,42.48,0.15
48.79,0.91,0.96,13.65,18.99,0.23
8.35,1.32,0.63,18.21,0.0,0.09
46.15,1.08,0.66,1.11,0.0,0.23
23.86,1.03,0.63,13.67,24.66,0.16
39.74,0.84,0.1,3.47,45.18,0.24
8.27,1.75,0.7,11.23,0.0,0.07
39.65,0.98,0.37,15.7,19.55,0.23
42.61,1.35,0.65,19.25,4.05,0.21
22.79,1.68,0.61,4.31,0.0,0.17
53.64,0.51,0.67,28.65,52.39,0.3
33.74,1.7,0.84,8.77,45.08,0.18
20.42,1.6,0.21,35.04,45.46,0.22
30.47,1.93,0.46,25.02,18.0,0.18
45.3,1.89,0.35,15.2,16.72,0.24
39.41,1.43,0.3,2.8,42.32,0.23
38.87,1.54,0.88,55.26,13.61,0.21
41.08,1.1,0.54,2.16,0.0,0.21
42.48,1.12,0.09,32.74,0.0,0.26
51.29,1.1,0.52,4.71,30.87,0.25
29.45,1.22,0.16,2.91,25.09,0.2
34.67,1.46,0.49,6.53,55.07,0.21
27.58,1.68,0.61,1.76,0.0,0.13
32.88,1.54,0.54,2.57,0.0,0.18
47.77,1.1,0.58,4.34,25.99,0.24
39.92,1.33,0.27,13.49,32.61,0.23
54.63,1.16,0.32,24.58,26.77,0.3
21.84,1.04,0.84,9.69,12.56,0.13
41.51,1.44,0.37,15.41,58.34,0.24
34.41,2.13,0.56,25.92,32.05,0.17
33.38,0.8,0.43,20.67,2.49,0.2
14.06,1.39,0.26,16.13,19.55,0.14
28.16,1.48,0.38,12.08,11.69,0.16
31.46,1.0,0.57,15.39,41.19,0.2
43.98,1.41,0.69,2.49,12.95,0.21
17.37,0.47,0.62,0.67,24.25,0.17
36.32,1.51,0.25,8.9,0.0,0.19
24.66,1.09,0.63,22.19,0.0,0.15
40.04,0.85,0.84,53.41,27.62,0.25
55.95,1.24,0.27,29.7,2.46,0.29
24.39,1.33,0.13,3.26,12.73,0.16
65.31,1.2,0.75,4.94,19.49,0.29
20.17,1.92,0.62,3.59,49.5,0.13
37.05,0.93,0.64,11.41,0.0,0.2
26.86,2.53,0.67,27.74,37.85,0.18
46.96,1.76,0.45,0.23,21.88,0.22
33.14,2.06,0.62,17.96,13.64,0.16
32.64,1.96,0.02,14.45,23.29,0.2
13.02,1.12,0.26,21.4,58.72,0.16
16.84,1.86,0.81,45.8,0.0,0.12
13.25,1.34,0.71,13.31,14.62,0.1
28.88,1.85,0.02,2.82,23.49,0.18
36.69,0.35,0.8,3.72,13.64,0.21
47.93,1.85,0.8,2.71,31.2,0.26
51.24,1.49,0.44,50.23,14.42,0.27
44.8,1.19,0.54,6.98,21.38,0.22
52.2,0.62,0.8,42.78,59.71,0.32
48.24,1.74,0.24,4.1,30.71,0.25
53.35,1.82,0.19,10.87,30.14,0.26
63.8,1.14,0.1,12.28,27.76,0.33
33.05,1.44,0.56,10.03,10.45,0.17
35.44,0.87,0.56,25.46,28.49,0.22
38.22,1.08,0.67,5.58,39.0,0.23
22.75,2.04,0.21,7.76,17.93,0.15
42.27,1.99,0.34,4.95,9.83,0.21
26.78,1.7,0.69,2.95,29.23,0.14
9.38,1.65,0.35,8.08,4.47,0.09
37.41,1.27,0.61,10.41,32.32,0.21
43.31,1.17,0.96,22.65,38.41,0.22
35.36,1.18,0.32,32.38,5.16,0.21
42.2,1.83,0.22,19.53,0.0,0.23
41.95,1.02,0.72,5.22,56.21,0.22
53.9,1.21,0.06,2.36,30.91,0.28
45.19,0.71,0.21,43.28,29.18,0.3
44.74,2.0,0.33,2.25,23.33,0.23
30.14,1.72,0.15,1.41,25.09,0.16
40.18,1.33,0.18,19.28,16.69,0.25
24.3,1.01,0.76,6.91,36.53,0.16
54.11,2.02,0.18,13.71,3.77,0.26
56.44,0.71,0.87,20.51,30.9,0.28
23.68,1.34,0.5,5.54,5.54,0.14
35.47,0.34,0.38,7.32,12.6,0.22
46.83,1.75,0.58,18.98,11.12,0.21
24.44,1.84,0.36,2.31,52.44,0.16
29.0,1.2,0.51,8.32,0.0,0.18
45.96,0.52,0.34,11.64,18.51,0.27
45.56,1.59,0.51,4.46,12.1,0.21
18.3,0.78,0.65,5.27,0.0,0.13
44.2,2.09,0.08,4.92,9.72,0.21
17.06,1.32,0.51,17.29,18.12,0.14
25.59,1.65,0.77,23.63,18.43,0.16
33.55,1.81,0.53,6.85,11.45,0.17
29.34,1.13,0.26,41.34,31.23,0.22
36.21,1.62,0.62,3.35,32.4,0.18
20.02,1.76,0.44,6.84,22.06,0.13
13.71,1.55,0.55,3.88,20.21,0.11
19.82,1.56,0.72,5.33,48.46,0.14
17.67,1.95,0.66,17.74,33.71,0.15
11.09,2.98,0.32,1.53,10.03,0.07
47.53,1.2,0.59,11.37,48.61,0.25
33.58,0.86,0.68,11.57,30.12,0.2
46.22,1.45,0.53,4.12,26.39,0.24
39.45,1.16,0.23,2.91,36.8,0.23
24.52,0.99,0.55,8.89,17.91,0.17
50.76,1.86,0.51,11.19,15.48,0.23
41.16,1.02,0.88,22.92,24.49,0.21
47.88,1.58,0.17,18.83,48.14,0.27
45.97,1.98,0.6,9.11,22.0,0.21
22.99,1.16,0.81,21.13,26.07,0.16
46.79,1.58,0.26,3.45,28.35,0.25
35.31,2.17,0.11,4.36,28.23,0.22
50.01,0.72,0.89,13.59,4.8,0.24
48.86,1.71,0.69,8.53,17.81,0.23
30.7,1.2,0.33,16.8,31.12,0.2
49.19,1.06,0.77,9.32,3.42,0.22
29.9,1.51,0.85,23.03,39.39,0.17
45.71,0.95,0.24,33.79,69.89,0.29
44.95,2.35,0.29,17.25,36.7,0.22
16.9,1.45,0.76,2.88,12.83,0.1
56.92,2.16,0.31,31.0,3.03,0.27
28.86,1.02,0.72,9.82,23.0,0.18
40.53,2.41,0.31,1.2,0.0,0.18
31.19,0.91,0.58,11.2,30.14,0.19
21.24,2.17,0.63,0.1,32.65,0.1
36.93,1.14,0.61,5.18,51.22,0.22
57.53,2.11,0.4,20.58,43.22,0.25
30.97,1.58,0.29,12.12,12.05,0.18
50.65,0.87,0.4,27.1,69.95,0.31
25.02,1.36,0.33,5.63,17.46,0.19
12.61,1.22,0.67,29.33,28.37,0.14
35.42,1.85,0.55,39.53,20.93,0.19
22.67,1.4,0.14,34.64,16.83,0.19
46.38,1.64,0.46,7.73,13.84,0.22
23.64,1.15,0.3,2.69,7.34,0.16
17.9,1.45,0.73,0.65,35.8,0.12
46.23,1.29,0.49,20.74,21.76,0.27
66.77,1.98,0.4,3.28,15.87,0.29
59.17,1.75,0.92,32.85,21.14,0.28
52.44,1.8,0.59,0.93,0.0,0.23
52.16,1.32,0.47,22.68,19.71,0.26
28.29,1.3,0.09,32.39,37.82,0.23
45.1,1.38,0.25,16.76,15.39,0.24
17.11,1.01,0.61,5.06,18.11,0.14
29.38,1.4,0.4,19.49,13.34,0.18
31.8,1.01,0.17,7.12,39.99,0.26
39.02,1.3,0.22,12.65,16.43,0.2
29.79,1.01,0.25,7.29,32.67,0.2
32.59,1.94,0.8,14.51,21.4,0.14
40.61,1.34,0.34,1.82,23.92,0.22
15.08,0.77,0.38,52.8,7.29,0.17
42.37,2.0,0.09,15.99,0.0,0.22
46.01,2.06,0.77,7.86,50.41,0.22
31.87,1.79,0.48,9.68,33.46,0.17
42.27,1.41,0.09,14.04,31.76,0.26
42.65,1.77,0.58,13.12,0.0,0.2
9.76,1.45,0.2,0.5,32.08,0.1
26.91,1.63,0.78,23.24,30.07,0.15
25.81,2.06,0.58,3.52,21.71,0.13
30.86,1.52,0.62,8.94,5.68,0.15
35.06,0.79,0.83,1.51,27.12,0.2
45.17,1.71,0.52,11.29,0.0,0.21
32.12,1.43,0.19,9.42,10.8,0.19
42.64,0.3,0.16,7.5,35.23,0.29
25.36,1.43,0.44,25.76,38.87,0.18
32.07,1.07,0.48,5.49,7.31,0.2
31.12,1.36,0.31,19.41,17.59,0.2
32.74,1.24,0.49,36.48,0.0,0.19
18.97,1.1,0.37,11.53,19.89,0.15
31.31,1.25,0.28,26.26,21.15,0.21
46.27,1.68,0.69,14.45,0.0,0.2
33.68,2.3,0.54,12.68,60.82,0.19
34.46,1.66,0.35,18.33,9.94,0.19
55.01,1.47,0.27,6.95,32.2,0.28
53.02,1.57,0.36,27.44,0.0,0.26
20.18,0.52,0.68,29.69,7.79,0.18
51.52,0.7,0.05,7.79,7.42,0.29
49.19,0.86,0.84,8.14,37.63,0.24
32.9,1.14,0.16,12.64,41.13,0.22
47.24,0.99,0.77,17.93,15.93,0.26
37.78,0.93,0.6,10.08,3.12,0.18
12.59,1.01,0.56,33.74,0.0,0.12
32.11,2.21,0.74,21.36,33.96,0.17
19.35,2.43,0.73,3.04,11.76,0.08
37.23,1.2,0.31,13.21,6.32,0.21
19.75,1.23,0.21,7.8,25.56,0.16
32.68,1.12,0.35,4.38,29.56,0.22
31.12,1.76,0.75,23.25,14.59,0.16
40.33,1.61,0.6,12.83,21.21,0.19
28.66,1.67,0.56,13.02,14.29,0.15
36.48,0.66,0.71,11.61,44.53,0.23
50.24,1.66,0.26,8.47,21.29,0.25
7.15,0.85,0.68,47.32,44.4,0.13
55.12,1.18,0.53,9.59,0.0,0.24
26.3,0.64,0.51,10.95,0.0,0.17
53.34,1.73,0.38,3.0,22.34,0.25
41.19,1.28,0.5,3.16,25.44,0.21
32.85,1.9,0.56,12.59,4.94,0.15
14.67,1.45,0.47,3.51,16.73,0.12
54.01,1.56,0.74,4.37,41.31,0.24
29.01,0.62,0.44,1.31,24.89,0.19
53.75,1.31,0.86,7.5,15.28,0.24
49.56,1.95,0.86,13.81,8.74,0.23
31.0,1.48,0.74,24.07,11.88,0.17
29.07,1.9,0.59,3.4,13.07,0.15
38.99,1.62,0.67,12.46,19.0,0.21
37.92,1.46,0.74,8.37,44.21,0.21
24.15,1.87,0.27,3.91,24.17,0.13
54.02,1.3,0.86,4.82,26.45,0.24
41.78,0.8,0.66,15.78,13.73,0.23
35.27,1.4,0.12,26.84,10.96,0.22
40.85,1.12,0.87,2.92,49.11,0.21
